index,Date,Price,Open,High,Low,Volume,Percentage_change,Currency_Type
3655,2020-07-20,9162.4,9208.1,9218.4,9139.9,312980.0,-0.5,Bitcoin
3656,2020-07-21,9387.3,9162.3,9426.9,9155.1,458990.0,2.46,Bitcoin
3657,2020-07-22,9513.7,9387.4,9523.1,9296.0,386000.0,1.35,Bitcoin
3658,2020-07-23,9599.6,9513.6,9646.5,9451.1,425660.0,0.9,Bitcoin
3659,2020-07-24,9546.4,9599.2,9626.2,9480.5,359160.0,-0.55,Bitcoin
3660,2020-07-25,9704.1,9546.7,9729.3,9536.2,306290.0,1.65,Bitcoin
3661,2020-07-26,9932.5,9690.0,10086.6,9645.9,415070.0,2.35,Bitcoin
3662,2020-07-27,11022.8,9932.7,11367.0,9894.6,908990.0,10.98,Bitcoin
3663,2020-07-28,10908.5,10961.1,11046.1,10873.6,658370.0,-1.04,Bitcoin
3664,2020-07-29,11105.9,10908.4,11336.5,10771.8,576830.0,1.81,Bitcoin
3665,2020-07-30,11096.2,11105.8,11164.4,10861.6,501140.0,-0.09,Bitcoin
3666,2020-07-31,11333.4,11096.5,11434.8,10964.6,530950.0,2.14,Bitcoin
3667,2020-08-01,11803.1,11333.2,11847.7,11226.1,611470.0,4.14,Bitcoin
3668,2020-08-02,11066.8,11802.6,12061.1,10730.7,647950.0,-6.24,Bitcoin
3669,2020-08-03,11224.4,11066.9,11461.1,10981.6,470240.0,1.42,Bitcoin
3670,2020-08-04,11184.7,11223.8,11407.8,11043.0,485790.0,-0.35,Bitcoin
3671,2020-08-05,11735.1,11184.8,11771.5,11114.5,570830.0,4.92,Bitcoin
3672,2020-08-06,11757.1,11735.0,11898.4,11563.0,554850.0,0.19,Bitcoin
3673,2020-08-07,11592.0,11757.1,11901.8,11352.4,517000.0,-1.4,Bitcoin
3674,2020-08-08,11764.3,11591.6,11805.5,11533.5,317060.0,1.49,Bitcoin
3675,2020-08-09,11681.2,11764.4,11792.8,11527.5,303000.0,-0.71,Bitcoin
3676,2020-08-10,11889.2,11681.1,12041.1,11546.9,564110.0,1.78,Bitcoin
3677,2020-08-11,11390.4,11889.2,11931.8,11146.7,615900.0,-4.19,Bitcoin
3678,2020-08-12,11557.2,11390.4,11605.4,11190.6,549590.0,1.46,Bitcoin
3679,2020-08-13,11770.9,11557.2,11772.9,11298.4,545670.0,1.85,Bitcoin
3680,2020-08-14,11750.8,11771.1,11835.5,11651.5,435440.0,-0.17,Bitcoin
3681,2020-08-15,11845.3,11751.1,11964.0,11711.5,499100.0,0.8,Bitcoin
3682,2020-08-16,11899.0,11845.5,11922.5,11688.9,410810.0,0.45,Bitcoin
3683,2020-08-17,12282.6,11898.8,12444.1,11764.0,628410.0,3.22,Bitcoin
3684,2020-08-18,11947.6,12283.0,12381.4,11842.0,606790.0,-2.73,Bitcoin
3685,2020-08-19,11750.2,11944.4,12013.2,11602.6,550260.0,-1.65,Bitcoin
3686,2020-08-20,11856.9,11751.0,11881.0,11672.7,430930.0,0.91,Bitcoin
3687,2020-08-21,11529.2,11856.9,11877.4,11495.6,506380.0,-2.76,Bitcoin
3688,2020-08-22,11661.3,11529.2,11677.0,11382.1,433980.0,1.15,Bitcoin
3689,2020-08-23,11641.6,11661.1,11705.4,11520.8,377330.0,-0.17,Bitcoin
3690,2020-08-24,11753.5,11641.6,11824.6,11587.1,429130.0,0.96,Bitcoin
3691,2020-08-25,11324.8,11752.9,11766.9,11131.0,594070.0,-3.65,Bitcoin
3692,2020-08-26,11462.3,11324.9,11533.6,11254.6,513060.0,1.21,Bitcoin
3693,2020-08-27,11327.4,11462.3,11580.3,11135.3,560590.0,-1.18,Bitcoin
3694,2020-08-28,11527.4,11327.5,11539.0,11281.9,464940.0,1.77,Bitcoin
3695,2020-08-29,11468.1,11527.8,11576.8,11433.5,389850.0,-0.51,Bitcoin
3696,2020-08-30,11702.0,11468.1,11704.2,11462.6,409360.0,2.04,Bitcoin
3697,2020-08-31,11644.2,11701.1,11760.2,11563.8,496140.0,-0.49,Bitcoin
3698,2020-09-01,11914.9,11644.2,12045.9,11544.6,580690.0,2.32,Bitcoin
3699,2020-09-02,11413.3,11914.4,11947.5,11244.9,20260000.0,-4.21,Bitcoin
3700,2020-09-03,10168.8,11413.2,11442.7,10009.5,9650000.0,-10.9,Bitcoin
3701,2020-09-04,10472.5,10168.7,10614.2,9960.3,12500000.0,2.99,Bitcoin
3702,2020-09-05,10092.2,10472.3,10558.7,9897.8,14720000.0,-3.63,Bitcoin
3703,2020-09-06,10296.4,10092.2,10337.7,10004.7,12120000.0,2.02,Bitcoin
3704,2020-09-07,10376.9,10296.4,10400.9,9887.0,12400000.0,0.78,Bitcoin
3705,2020-09-08,10126.6,10376.9,10434.4,9877.1,113900.0,-2.41,Bitcoin
3706,2020-09-09,10224.6,10126.8,10343.3,9984.6,71370.0,0.97,Bitcoin
3707,2020-09-10,10339.7,10224.3,10480.3,10219.2,88010.0,1.13,Bitcoin
3708,2020-09-11,10390.2,10339.8,10398.8,10212.6,62280.0,0.49,Bitcoin
3709,2020-09-12,10441.9,10390.2,10476.8,10275.9,48490.0,0.5,Bitcoin
3710,2020-09-13,10326.0,10441.7,10579.6,10219.4,66120.0,-1.11,Bitcoin
3711,2020-09-14,10675.3,10332.7,10744.3,10264.5,96640.0,3.38,Bitcoin
3712,2020-09-15,10785.3,10675.2,10931.8,10627.8,91700.0,1.03,Bitcoin
3713,2020-09-16,10949.5,10785.2,11093.3,10669.2,94940.0,1.52,Bitcoin
3714,2020-09-17,10941.3,10950.1,11039.3,10755.2,77220.0,-0.07,Bitcoin
3715,2020-09-18,10933.0,10941.3,11029.7,10818.7,63480.0,-0.08,Bitcoin
3716,2020-09-19,11081.8,10933.0,11177.1,10890.7,51630.0,1.36,Bitcoin
3717,2020-09-20,10921.5,11081.6,11081.6,10772.7,53390.0,-1.45,Bitcoin
3718,2020-09-21,10416.8,10919.9,10987.2,10328.5,109850.0,-4.62,Bitcoin
3719,2020-09-22,10531.5,10419.4,10570.7,10361.7,63520.0,1.1,Bitcoin
3720,2020-09-23,10237.3,10531.5,10535.4,10146.6,74950.0,-2.79,Bitcoin
3721,2020-09-24,10739.4,10238.1,10787.8,10201.0,82950.0,4.9,Bitcoin
3722,2020-09-25,10688.8,10739.9,10756.0,10558.9,71430.0,-0.47,Bitcoin
3723,2020-09-26,10727.9,10688.9,10793.3,10650.2,37850.0,0.37,Bitcoin
3724,2020-09-27,10776.2,10727.9,10799.2,10602.7,40920.0,0.45,Bitcoin
3725,2020-09-28,10693.2,10776.4,10946.6,10685.2,72290.0,-0.77,Bitcoin
3726,2020-09-29,10840.9,10694.3,10858.4,10642.4,59640.0,1.38,Bitcoin
3727,2020-09-30,10776.1,10843.4,10847.7,10667.6,55550.0,-0.6,Bitcoin
3728,2020-10-01,10620.5,10776.6,10913.7,10462.7,95330.0,-1.44,Bitcoin
3729,2020-10-02,10572.3,10619.6,10662.9,10387.6,77940.0,-0.45,Bitcoin
3730,2020-10-03,10544.2,10572.2,10597.8,10501.2,29100.0,-0.27,Bitcoin
3731,2020-10-04,10672.9,10544.4,10693.3,10520.8,31400.0,1.22,Bitcoin
3732,2020-10-05,10789.5,10672.5,10789.6,10623.4,48860.0,1.09,Bitcoin
3733,2020-10-06,10602.6,10790.2,10800.3,10530.8,69070.0,-1.73,Bitcoin
3734,2020-10-07,10670.9,10601.0,10680.1,10553.3,49270.0,0.64,Bitcoin
3735,2020-10-08,10924.1,10670.7,10948.6,10549.6,79780.0,2.37,Bitcoin
3736,2020-10-09,11054.2,10923.5,11103.0,10836.9,70950.0,1.19,Bitcoin
3737,2020-10-10,11298.4,11053.5,11475.0,11053.1,65810.0,2.21,Bitcoin
3738,2020-10-11,11371.0,11295.6,11439.4,11277.6,41060.0,0.64,Bitcoin
3739,2020-10-12,11533.9,11370.8,11715.9,11227.4,84020.0,1.43,Bitcoin
3740,2020-10-13,11423.8,11533.5,11558.0,11315.9,64670.0,-0.95,Bitcoin
3741,2020-10-14,11420.4,11424.4,11541.0,11293.5,59120.0,-0.03,Bitcoin
3742,2020-10-15,11503.0,11421.4,11590.9,11276.7,70840.0,0.72,Bitcoin
3743,2020-10-16,11322.0,11503.2,11542.2,11224.6,71420.0,-1.57,Bitcoin
3744,2020-10-17,11362.1,11321.8,11402.7,11274.4,29860.0,0.35,Bitcoin
3745,2020-10-18,11506.9,11362.1,11506.9,11349.8,31510.0,1.27,Bitcoin
3746,2020-10-19,11753.4,11507.1,11823.3,11413.9,73040.0,2.14,Bitcoin
3747,2020-10-20,11913.5,11753.9,12029.4,11685.7,94590.0,1.36,Bitcoin
3748,2020-10-21,12808.7,11913.6,13213.5,11894.6,197720.0,7.51,Bitcoin
3749,2020-10-22,12974.6,12805.5,13183.9,12698.2,113310.0,1.3,Bitcoin
3750,2020-10-23,12934.1,12972.7,13025.5,12738.9,73940.0,-0.31,Bitcoin
3751,2020-10-24,13117.2,12933.6,13161.5,12876.4,51200.0,1.42,Bitcoin
3752,2020-10-25,13032.2,13117.0,13345.3,12900.4,59730.0,-0.65,Bitcoin
3753,2020-10-26,13061.6,13033.0,13229.7,12792.4,89470.0,0.23,Bitcoin
3754,2020-10-27,13657.8,13061.5,13782.3,13050.3,128640.0,4.56,Bitcoin
3755,2020-10-28,13278.9,13658.3,13851.7,12907.6,144180.0,-2.77,Bitcoin
3756,2020-10-29,13457.2,13278.3,13640.0,12982.9,111230.0,1.34,Bitcoin
3757,2020-10-30,13559.9,13457.0,13667.9,13134.5,108770.0,0.76,Bitcoin
3758,2020-10-31,13797.3,13560.2,14065.4,13441.7,102750.0,1.75,Bitcoin
3759,2020-11-01,13759.4,13795.5,13889.5,13628.7,51710.0,-0.27,Bitcoin
3760,2020-11-02,13561.4,13759.7,13828.4,13214.2,97760.0,-1.44,Bitcoin
3761,2020-11-03,14019.9,13560.5,14054.0,13294.6,108170.0,3.38,Bitcoin
3762,2020-11-04,14145.6,14023.0,14238.8,13544.4,140800.0,0.9,Bitcoin
3763,2020-11-05,15587.1,14145.6,15739.9,14099.7,227490.0,10.19,Bitcoin
3764,2020-11-06,15577.9,15593.9,15955.2,15223.5,186130.0,-0.06,Bitcoin
3765,2020-11-07,14828.4,15578.2,15754.4,14385.1,160730.0,-4.81,Bitcoin
3766,2020-11-08,15483.7,14826.6,15648.3,14720.7,94990.0,4.42,Bitcoin
3767,2020-11-09,15327.2,15483.3,15819.6,14816.9,165040.0,-1.01,Bitcoin
3768,2020-11-10,15303.6,15328.0,15465.3,15096.5,93360.0,-0.15,Bitcoin
3769,2020-11-11,15695.8,15303.1,15953.9,15281.0,119070.0,2.56,Bitcoin
3770,2020-11-12,16294.7,15695.8,16342.7,15483.5,165540.0,3.82,Bitcoin
3771,2020-11-13,16324.2,16293.0,16474.1,15973.4,113750.0,0.18,Bitcoin
3772,2020-11-14,16071.0,16323.1,16328.2,15717.7,83640.0,-1.55,Bitcoin
3773,2020-11-15,15953.0,16074.7,16158.1,15782.3,58430.0,-0.73,Bitcoin
3774,2020-11-16,16715.8,15954.1,16880.7,15870.7,118090.0,4.78,Bitcoin
3775,2020-11-17,17662.3,16715.8,17845.4,16562.0,175870.0,5.66,Bitcoin
3776,2020-11-18,17774.6,17662.3,18466.1,17258.9,233430.0,0.64,Bitcoin
3777,2020-11-19,17803.5,17775.1,18166.0,17380.1,135940.0,0.16,Bitcoin
3778,2020-11-20,18675.2,17805.5,18811.0,17758.4,134420.0,4.9,Bitcoin
3779,2020-11-21,18687.2,18673.8,18966.0,18397.5,108910.0,0.06,Bitcoin
3780,2020-11-22,18412.9,18689.3,18751.5,17644.6,121760.0,-1.47,Bitcoin
3781,2020-11-23,18379.6,18428.1,18756.8,18016.0,127350.0,-0.18,Bitcoin
3782,2020-11-24,19152.6,18394.6,19416.6,18074.8,180790.0,4.21,Bitcoin
3783,2020-11-25,18723.0,19151.5,19486.7,18527.7,146120.0,-2.24,Bitcoin
3784,2020-11-26,17162.0,18721.9,18894.9,16235.2,312070.0,-8.34,Bitcoin
3785,2020-11-27,17127.1,17160.9,17450.3,16481.6,138800.0,-0.2,Bitcoin
3786,2020-11-28,17730.7,17142.6,17874.4,16874.4,95200.0,3.52,Bitcoin
3787,2020-11-29,18185.5,17729.7,18336.3,17530.4,79120.0,2.57,Bitcoin
3788,2020-11-30,19698.1,18186.0,19831.2,18186.0,185590.0,8.32,Bitcoin
3789,2020-12-01,18770.7,19697.8,19897.4,18257.0,208720.0,-4.71,Bitcoin
3790,2020-12-02,19218.8,18767.9,19335.5,18346.7,91920.0,2.39,Bitcoin
3791,2020-12-03,19433.3,19219.8,19596.6,18883.7,99970.0,1.12,Bitcoin
3792,2020-12-04,18658.1,19431.1,19529.5,18610.8,110630.0,-3.99,Bitcoin
3793,2020-12-05,19146.5,18657.5,19172.7,18507.1,59440.0,2.62,Bitcoin
3794,2020-12-06,19379.9,19146.0,19417.1,18873.0,54560.0,1.22,Bitcoin
3795,2020-12-07,19170.7,19368.4,19424.6,18908.8,61980.0,-1.08,Bitcoin
3796,2020-12-08,18326.6,19170.8,19288.6,18229.2,101410.0,-4.4,Bitcoin
3797,2020-12-09,18546.0,18322.4,18637.9,17658.8,129720.0,1.2,Bitcoin
3798,2020-12-10,18247.2,18546.1,18551.8,17926.8,85310.0,-1.61,Bitcoin
3799,2020-12-11,18023.6,18250.5,18288.3,17600.1,111530.0,-1.23,Bitcoin
3800,2020-12-12,18808.9,18026.7,18936.2,18025.1,71370.0,4.36,Bitcoin
3801,2020-12-13,19176.8,18808.1,19403.6,18716.8,82450.0,1.96,Bitcoin
3802,2020-12-14,19273.8,19176.4,19346.5,19007.0,67110.0,0.51,Bitcoin
3803,2020-12-15,19434.9,19273.9,19556.3,19076.2,98390.0,0.84,Bitcoin
3804,2020-12-16,21352.2,19434.7,21525.3,19299.7,199810.0,9.87,Bitcoin
3805,2020-12-17,22825.4,21352.3,23738.0,21243.1,310740.0,6.9,Bitcoin
3806,2020-12-18,23127.9,22823.3,23272.8,22361.5,131800.0,1.33,Bitcoin
3807,2020-12-19,23844.0,23127.6,24107.1,22797.0,133880.0,3.1,Bitcoin
3808,2020-12-20,23474.9,23843.6,24280.9,23098.9,114090.0,-1.55,Bitcoin
3809,2020-12-21,22728.5,23474.1,24101.9,22015.5,154690.0,-3.18,Bitcoin
3810,2020-12-22,23823.2,22730.4,23825.4,22388.6,130750.0,4.82,Bitcoin
3811,2020-12-23,23257.9,23820.8,24063.7,22694.7,178470.0,-2.37,Bitcoin
3812,2020-12-24,23736.5,23253.2,23783.7,22737.3,104590.0,2.06,Bitcoin
3813,2020-12-25,24689.6,23728.7,24778.9,23445.3,2400.0,4.02,Bitcoin
3814,2020-12-26,26454.4,24714.7,26826.0,24515.1,155770.0,7.15,Bitcoin
3815,2020-12-27,26261.3,26460.3,28360.3,25858.2,231230.0,-0.73,Bitcoin
3816,2020-12-28,27057.8,26259.2,27444.9,26144.3,126980.0,3.03,Bitcoin
3817,2020-12-29,27376.0,27065.3,27390.7,25902.8,119570.0,1.18,Bitcoin
3818,2020-12-30,28868.7,27374.5,28979.3,27374.5,159820.0,5.45,Bitcoin
3819,2020-12-31,28949.4,28866.8,29298.8,28025.0,136690.0,0.28,Bitcoin
3820,2021-01-01,29359.9,28951.7,29627.1,28712.4,100900.0,1.42,Bitcoin
3821,2021-01-02,32193.3,29359.7,33233.5,29008.0,240870.0,9.65,Bitcoin
3822,2021-01-03,32958.9,32192.9,34755.9,32029.6,155210.0,2.38,Bitcoin
3823,2021-01-04,32022.6,33016.6,33587.5,28204.5,255270.0,-2.84,Bitcoin
3824,2021-01-05,33991.5,32015.4,34414.7,30010.5,202130.0,6.15,Bitcoin
3825,2021-01-06,36793.2,33999.3,36934.8,33408.3,227560.0,8.24,Bitcoin
3826,2021-01-07,39460.2,36798.5,40340.9,36361.2,249600.0,7.25,Bitcoin
3827,2021-01-08,40599.3,39466.4,41921.7,36613.4,251290.0,2.89,Bitcoin
3828,2021-01-09,40151.9,40607.2,41363.5,38775.1,128420.0,-1.1,Bitcoin
3829,2021-01-10,38192.2,40149.7,41362.4,35141.6,215780.0,-4.88,Bitcoin
3830,2021-01-11,35544.3,38195.3,38217.2,30411.6,251040.0,-6.93,Bitcoin
3831,2021-01-12,34076.1,35426.0,36598.7,32572.7,241930.0,-4.13,Bitcoin
3832,2021-01-13,37382.2,34061.2,37764.6,32451.9,209930.0,9.7,Bitcoin
3833,2021-01-14,39175.7,37383.4,40054.3,36772.1,172400.0,4.8,Bitcoin
3834,2021-01-15,36845.8,39175.7,39715.0,34488.7,118420.0,-5.95,Bitcoin
3835,2021-01-16,36019.5,36751.8,37931.7,35408.4,137020.0,-2.24,Bitcoin
3836,2021-01-17,35839.6,36020.1,36801.3,33883.5,126820.0,-0.5,Bitcoin
3837,2021-01-18,36613.2,35838.2,37436.8,34801.0,111520.0,2.16,Bitcoin
3838,2021-01-19,36002.9,36630.6,37821.0,36001.4,79110.0,-1.67,Bitcoin
3839,2021-01-20,35476.3,35862.1,36384.4,33444.5,153610.0,-1.46,Bitcoin
3840,2021-01-21,30842.1,35472.3,35591.1,30101.8,253270.0,-13.06,Bitcoin
3841,2021-01-22,33000.5,30838.7,33821.2,28871.2,243090.0,7.0,Bitcoin
3842,2021-01-23,32088.9,32994.1,33441.4,31418.2,100700.0,-2.76,Bitcoin
3843,2021-01-24,32241.3,32088.5,33034.8,30982.9,88210.0,0.47,Bitcoin
3844,2021-01-25,32252.3,32244.3,34854.3,31967.4,142430.0,0.03,Bitcoin
3845,2021-01-26,32502.1,32244.1,32917.7,30850.0,139840.0,0.77,Bitcoin
3846,2021-01-27,30404.0,32499.6,32545.4,29290.4,194350.0,-6.46,Bitcoin
3847,2021-01-28,33374.8,30408.9,33790.8,29911.9,167390.0,9.77,Bitcoin
3848,2021-01-29,34301.8,33381.7,38546.0,31953.3,297730.0,2.78,Bitcoin
3849,2021-01-30,34283.1,34300.0,34920.9,32908.5,128570.0,-0.05,Bitcoin
3850,2021-01-31,33108.1,34281.6,34348.3,32189.9,101920.0,-3.43,Bitcoin
3851,2021-02-01,33515.7,33106.8,34685.6,32324.9,126320.0,1.23,Bitcoin
3852,2021-02-02,35485.2,33514.0,35976.1,33462.4,120850.0,5.88,Bitcoin
3853,2021-02-03,37646.8,35486.9,37646.8,35401.5,131030.0,6.09,Bitcoin
3854,2021-02-04,36982.1,37648.9,38707.9,36380.8,151440.0,-1.77,Bitcoin
3855,2021-02-05,38297.6,36976.4,38303.6,36640.0,100600.0,3.56,Bitcoin
3856,2021-02-06,39256.6,38300.6,40939.7,38275.3,156020.0,2.5,Bitcoin
3857,2021-02-07,38852.9,39228.9,39691.7,37381.6,125370.0,-1.03,Bitcoin
3858,2021-02-08,46395.7,38853.6,46596.4,38057.0,248470.0,19.41,Bitcoin
3859,2021-02-09,46508.6,46396.4,48143.5,45104.7,193870.0,0.24,Bitcoin
3860,2021-02-10,44836.0,46507.8,47295.3,43800.5,151830.0,-3.6,Bitcoin
3861,2021-02-11,47990.7,44834.8,48622.1,44041.1,145770.0,7.04,Bitcoin
3862,2021-02-12,47371.7,47995.0,48927.4,46218.6,133730.0,-1.29,Bitcoin
3863,2021-02-13,47168.7,47373.1,48097.3,46270.5,89420.0,-0.43,Bitcoin
3864,2021-02-14,48643.4,47172.1,49695.1,47051.9,106500.0,3.13,Bitcoin
3865,2021-02-15,47936.3,48611.1,48936.5,45786.1,123180.0,-1.45,Bitcoin
3866,2021-02-16,49169.7,47934.2,50515.8,47044.4,141370.0,2.57,Bitcoin
3867,2021-02-17,52079.2,49161.3,52577.7,49018.1,140030.0,5.92,Bitcoin
3868,2021-02-18,51582.2,52094.5,52524.0,50941.6,94350.0,-0.95,Bitcoin
3869,2021-02-19,55906.6,51590.1,56238.5,50816.8,139430.0,8.38,Bitcoin
3870,2021-02-20,55923.7,55922.0,57523.8,54124.1,127850.0,0.03,Bitcoin
3871,2021-02-21,57433.8,55907.6,58335.1,55502.7,87260.0,2.7,Bitcoin
3872,2021-02-22,54111.8,57437.6,57480.8,48353.8,244950.0,-5.78,Bitcoin
3873,2021-02-23,48911.2,54114.1,54115.0,45093.8,315070.0,-9.61,Bitcoin
3874,2021-02-24,49697.5,48911.1,51311.8,47031.7,153750.0,1.61,Bitcoin
3875,2021-02-25,46928.5,49695.9,52013.8,46773.7,83220.0,-5.57,Bitcoin
3876,2021-02-26,46345.6,46928.5,48413.9,44248.2,189410.0,-1.24,Bitcoin
3877,2021-02-27,46136.7,46333.1,48335.1,45059.4,98750.0,-0.45,Bitcoin
3878,2021-02-28,45164.0,46136.0,46582.0,43100.6,135080.0,-2.11,Bitcoin
3879,2021-03-01,49595.5,45160.5,49774.0,45008.8,137520.0,9.81,Bitcoin
3880,2021-03-02,48424.2,49595.6,50191.9,47100.6,102100.0,-2.36,Bitcoin
3881,2021-03-03,50395.1,48422.2,52567.9,48159.2,44930.0,4.07,Bitcoin
3882,2021-03-04,48428.0,50388.0,51757.7,47521.8,9560.0,-3.9,Bitcoin
3883,2021-03-05,48792.5,48363.6,49429.4,46370.1,113640.0,0.75,Bitcoin
3884,2021-03-06,48855.6,48798.7,49191.8,47132.8,66660.0,0.13,Bitcoin
3885,2021-03-07,50982.3,48899.0,51434.1,48890.6,82910.0,4.35,Bitcoin
3886,2021-03-08,52311.0,50988.9,52384.9,49338.1,68140.0,2.61,Bitcoin
3887,2021-03-09,54879.0,52352.4,54880.6,51941.3,114060.0,4.91,Bitcoin
3888,2021-03-10,55851.9,54882.7,57328.7,53073.6,140960.0,1.77,Bitcoin
3889,2021-03-11,57799.5,55851.2,58135.0,54351.8,129630.0,3.49,Bitcoin
3890,2021-03-12,57265.1,57806.2,58052.3,55134.5,116960.0,-0.92,Bitcoin
3891,2021-03-13,61195.3,57267.4,61795.8,56118.8,134640.0,6.86,Bitcoin
3892,2021-03-14,59113.7,61192.7,61673.7,59113.7,80290.0,-3.4,Bitcoin
3893,2021-03-15,55791.3,59117.4,60565.9,55088.8,117710.0,-5.62,Bitcoin
3894,2021-03-16,56889.7,55619.5,56889.7,53342.6,128510.0,1.97,Bitcoin
3895,2021-03-17,58913.5,56892.9,58933.2,54253.2,118260.0,3.56,Bitcoin
3896,2021-03-18,57656.0,58911.8,60088.0,57099.6,102620.0,-2.13,Bitcoin
3897,2021-03-19,58088.0,57645.0,59448.3,56305.1,83980.0,0.75,Bitcoin
3898,2021-03-20,58093.4,58084.1,59882.1,57863.0,67830.0,0.01,Bitcoin
3899,2021-03-21,57383.8,58097.4,58583.8,55583.3,77470.0,-1.22,Bitcoin
3900,2021-03-22,54158.3,57379.3,58379.9,53784.2,95530.0,-5.62,Bitcoin
3901,2021-03-23,54452.5,54117.5,55813.8,52992.3,84840.0,0.54,Bitcoin
3902,2021-03-24,52325.4,54309.1,57169.4,51725.4,137910.0,-3.91,Bitcoin
3903,2021-03-25,51322.3,52330.0,53175.4,50441.3,143350.0,-1.92,Bitcoin
3904,2021-03-26,55036.1,51317.4,55074.1,51302.0,100300.0,7.24,Bitcoin
3905,2021-03-27,55862.9,55033.8,56531.1,54010.2,73870.0,1.5,Bitcoin
3906,2021-03-28,55765.2,55856.9,56504.2,54711.3,58710.0,-0.17,Bitcoin
3907,2021-03-29,57616.2,55764.7,58392.6,54951.1,107910.0,3.32,Bitcoin
3908,2021-03-30,58771.3,57614.6,59366.9,57077.1,86210.0,2.0,Bitcoin
3909,2021-03-31,58763.7,58771.4,59795.6,56991.6,98060.0,-0.01,Bitcoin
3910,2021-04-01,58718.3,58763.2,59406.5,58040.7,69040.0,-0.08,Bitcoin
3911,2021-04-02,58977.3,58718.2,60134.9,58466.5,72370.0,0.44,Bitcoin
3912,2021-04-03,57059.9,58976.8,59770.5,56906.7,68740.0,-3.25,Bitcoin
3913,2021-04-04,58199.9,57059.7,58464.8,56470.6,57210.0,2.0,Bitcoin
3914,2021-04-05,58993.4,58202.3,59205.1,56842.7,54130.0,1.36,Bitcoin
3915,2021-04-06,57996.3,59169.0,59487.0,57403.3,77150.0,-1.69,Bitcoin
3916,2021-04-07,55948.7,57996.3,58627.7,55489.3,110690.0,-3.53,Bitcoin
3917,2021-04-08,58077.4,55948.0,58136.7,55721.6,64780.0,3.8,Bitcoin
3918,2021-04-09,58118.7,58076.8,58890.9,57686.0,59220.0,0.07,Bitcoin
3919,2021-04-10,59748.4,58127.4,61229.0,57900.0,103720.0,2.8,Bitcoin
3920,2021-04-11,59978.7,59772.4,60667.1,59250.3,58200.0,0.39,Bitcoin
3921,2021-04-12,59863.8,59982.1,61259.9,59569.2,81880.0,-0.19,Bitcoin
3922,2021-04-13,63540.9,59863.6,63659.0,59839.4,126560.0,6.14,Bitcoin
3923,2021-04-14,62980.4,63544.2,64778.0,61366.3,130430.0,-0.88,Bitcoin
3924,2021-04-15,63216.0,62978.6,63729.1,62067.5,76970.0,0.37,Bitcoin
3925,2021-04-16,61379.7,63211.6,63518.5,60027.3,136850.0,-2.9,Bitcoin
3926,2021-04-17,60041.9,61358.3,62509.1,59672.1,84080.0,-2.18,Bitcoin
3927,2021-04-18,56207.1,60043.2,60362.1,51817.6,216810.0,-6.39,Bitcoin
3928,2021-04-19,55646.1,56208.1,57517.0,54272.3,117510.0,-1.0,Bitcoin
3929,2021-04-20,56483.2,55645.1,57054.9,53422.5,115490.0,1.5,Bitcoin
3930,2021-04-21,53820.2,56479.5,56764.4,53657.6,100260.0,-4.71,Bitcoin
3931,2021-04-22,51729.5,53821.3,55408.4,50590.9,168130.0,-3.88,Bitcoin
3932,2021-04-23,51143.6,51707.1,52099.9,47659.4,214460.0,-1.13,Bitcoin
3933,2021-04-24,50088.9,51140.8,51183.0,48775.2,82250.0,-2.06,Bitcoin
3934,2021-04-25,48963.6,50088.2,50532.4,47098.5,59200.0,-2.25,Bitcoin
3935,2021-04-26,54020.5,48963.5,54320.9,48815.9,129760.0,10.33,Bitcoin
3936,2021-04-27,55036.5,54011.1,55427.8,53345.0,84080.0,1.88,Bitcoin
3937,2021-04-28,54841.4,55036.0,56419.9,53876.4,86960.0,-0.35,Bitcoin
3938,2021-04-29,53560.8,54838.6,55173.7,52400.0,83900.0,-2.34,Bitcoin
3939,2021-04-30,57720.3,53562.3,57925.6,53088.7,103740.0,7.77,Bitcoin
3940,2021-05-01,57807.1,57719.1,58449.4,57029.5,63410.0,0.15,Bitcoin
3941,2021-05-02,56603.8,57807.2,57868.4,56110.5,53610.0,-2.08,Bitcoin
3942,2021-05-03,57169.8,56605.8,58925.1,56562.4,89240.0,1.0,Bitcoin
3943,2021-05-04,53741.5,57170.6,57201.3,53741.5,132330.0,-6.0,Bitcoin
3944,2021-05-05,57441.3,53872.5,57936.4,53872.5,119820.0,6.88,Bitcoin
3945,2021-05-06,56405.4,57441.0,58364.9,55294.5,109020.0,-1.8,Bitcoin
3946,2021-05-07,57337.2,56411.4,58639.3,55300.1,110010.0,1.65,Bitcoin
3947,2021-05-08,58840.1,57330.3,59471.1,56972.2,101270.0,2.62,Bitcoin
3948,2021-05-09,58238.3,58840.6,59227.0,56414.4,103590.0,-1.02,Bitcoin
3949,2021-05-10,55848.9,58251.2,59523.9,53678.3,142610.0,-4.1,Bitcoin
3950,2021-05-11,56695.7,55846.1,56871.1,54550.4,96470.0,1.52,Bitcoin
3951,2021-05-12,49384.2,56694.5,57938.5,49187.0,160740.0,-12.9,Bitcoin
3952,2021-05-13,49704.6,49398.2,51337.3,46331.1,236710.0,0.65,Bitcoin
3953,2021-05-14,49839.8,49704.9,51459.2,48874.0,118840.0,0.27,Bitcoin
3954,2021-05-15,46708.8,49839.1,50640.9,46650.2,131910.0,-6.28,Bitcoin
